300,216,281,356,104,132,356,356,356,356,356,356,356,356,291,334,344,339,336,336,336,336,336,336,335,281,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,104,132,356,356,356,356,289,224,300
300,216,281,356,123,123,356,356,356,356,356,356,356,356,272,275,274,275,276,276,275,276,275,292,338,281,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,123,123,126,356,356,356,289,224,300
300,216,281,356,104,132,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,291,334,280,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,104,132,104,132,356,289,226,300
300,217,281,356,123,123,356,356,356,356,356,356,356,356,356,356,356,126,356,356,356,356,356,283,334,281,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,121,123,123,123,123,356,291,226,300
300,217,281,356,104,132,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,290,334,279,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,362,122,121,121,104,132,121,291,226,300
300,217,281,356,123,123,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,289,334,280,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,102,124,110,130,131,129,291,226,300
300,217,281,356,104,132,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,291,334,279,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,362,356,356,356,291,226,300
300,217,279,356,123,123,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,290,334,281,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,104,132,291,226,300
300,217,280,356,104,132,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,289,334,281,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,123,123,289,224,300
300,217,281,356,123,123,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,290,334,280,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,104,132,289,224,300
300,217,280,356,104,132,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,290,334,281,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,286,293,294,295,293,277,356,123,123,289,224,300
300,217,279,356,123,123,357,357,357,356,356,356,356,356,356,356,356,356,356,356,356,356,286,337,334,271,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,285,284,274,275,276,275,270,356,104,132,289,226,300
300,217,280,356,104,132,357,357,357,357,356,356,356,356,356,356,356,356,356,356,356,285,334,284,270,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,290,279,356,356,356,356,356,356,123,123,289,226,300
300,215,281,356,123,123,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,291,334,279,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,289,281,356,356,356,356,356,356,104,132,291,226,300
300,215,279,356,104,132,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,291,334,334,279,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,291,279,356,356,356,356,356,356,123,123,291,226,300
300,215,280,356,123,123,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,290,334,334,279,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,290,281,356,356,356,356,356,356,104,132,291,226,300
300,215,281,357,104,132,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,289,334,334,281,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,291,280,356,356,356,356,356,356,123,123,291,226,300
300,215,280,357,123,123,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,291,334,334,279,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,286,293,278,356,356,356,356,289,279,356,356,356,356,356,356,104,132,289,226,300
300,215,281,357,104,132,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,273,275,276,270,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,290,334,297,293,293,293,294,299,281,356,356,356,356,356,356,123,123,289,226,300
300,215,281,357,123,123,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,291,334,334,282,276,275,274,275,282,356,356,356,356,356,356,104,132,289,226,300
300,217,281,357,104,132,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,291,334,334,281,356,356,356,356,356,356,356,356,356,356,356,123,123,291,226,300
300,217,280,357,123,123,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,289,334,334,279,356,356,356,356,356,356,356,356,356,356,356,104,132,291,226,300
300,217,281,357,104,132,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,286,295,293,293,293,293,294,295,295,294,295,293,294,299,334,334,280,356,356,356,356,356,356,356,356,356,356,356,123,123,291,226,300
300,217,281,357,123,123,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,291,334,334,334,334,334,334,334,334,334,334,334,334,334,334,334,280,356,356,356,356,356,356,356,356,356,356,356,104,132,291,226,300
300,217,281,357,104,132,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,104,132,356,104,107,356,104,107,356,356,290,334,334,344,334,334,334,334,334,334,334,334,334,334,334,334,281,356,104,132,104,132,104,132,104,132,104,132,123,123,291,226,300
300,217,281,357,123,123,356,356,356,356,356,356,356,356,356,356,356,356,356,356,356,123,123,356,123,123,356,123,123,356,360,290,334,334,17,334,334,334,334,334,334,334,334,334,334,17,334,280,356,123,123,123,123,123,123,123,123,123,123,356,356,291,226,300
300,217,281,356,356,356,104,132,356,104,132,356,104,132,356,104,132,356,356,356,286,293,293,293,294,295,293,294,293,294,294,299,334,334,22,334,334,334,334,334,334,334,334,334,334,22,334,296,294,295,295,293,294,295,293,293,294,293,293,294,295,221,235,300
300,217,281,356,356,356,123,123,356,123,123,356,123,123,356,123,123,356,356,356,291,334,334,334,19,27,27,27,27,27,27,27,27,27,30,335,335,335,335,335,335,335,335,335,335,23,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,25,300,300
300,217,279,104,134,107,104,106,106,106,106,106,106,106,106,106,107,356,356,356,291,335,335,335,22,335,335,335,335,335,341,335,335,335,335,339,335,335,335,335,335,335,335,335,335,335,335,335,338,335,335,335,335,335,335,335,335,335,335,335,335,208,228,300
300,217,280,102,124,124,137,137,137,137,137,137,137,137,137,140,137,107,356,356,289,335,335,335,22,335,335,335,335,335,335,335,335,335,335,335,221,229,230,231,229,213,334,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,226,300
300,216,281,356,356,356,102,124,124,124,124,124,124,124,124,124,124,129,356,356,290,335,335,335,22,335,335,338,166,144,170,146,147,334,334,335,226,300,300,300,300,217,335,335,335,335,335,335,335,335,335,335,335,334,334,334,334,334,334,334,334,334,226,300
300,216,280,356,356,356,370,356,126,356,356,356,356,356,356,356,360,356,356,356,291,335,342,335,22,335,335,335,335,142,164,165,150,334,335,335,209,211,228,300,300,217,335,335,335,338,335,335,335,335,335,335,335,335,335,335,335,335,335,335,341,335,226,300
300,216,296,293,293,294,293,294,293,294,295,294,293,294,295,294,293,293,294,294,298,335,335,335,22,166,335,335,335,335,335,335,335,335,338,335,335,335,226,300,300,216,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,226,300
300,216,353,335,335,335,335,335,335,335,335,335,334,334,334,335,335,335,335,335,335,335,335,222,22,214,335,335,335,335,335,335,335,335,335,335,335,335,225,300,300,217,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,335,226,300
300,232,229,230,231,229,230,231,229,230,231,229,230,231,229,230,231,229,230,231,229,230,231,235,20,233,229,230,231,229,230,231,229,230,231,229,230,231,234,300,300,233,230,231,229,230,231,229,230,231,229,230,231,229,230,231,229,230,231,229,230,231,235,300
300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
